0.000000000000000000e+00,1.117560863494873047e-01
1.000000000000000000e+00,2.930498123168945312e-02
2.000000000000000000e+00,3.005409240722656250e-02
3.000000000000000000e+00,2.590179443359375000e-02
4.000000000000000000e+00,3.316688537597656250e-02
5.000000000000000000e+00,2.286908626556396484e-01
6.000000000000000000e+00,1.894679069519042969e-01
7.000000000000000000e+00,2.781200408935546875e-02
8.000000000000000000e+00,7.029509544372558594e-02
9.000000000000000000e+00,2.558898925781250000e-02
1.000000000000000000e+01,5.227899551391601562e-02
1.100000000000000000e+01,4.558110237121582031e-02
1.200000000000000000e+01,1.976287364959716797e-01
1.300000000000000000e+01,3.790736198425292969e-02
1.400000000000000000e+01,3.751492500305175781e-02
1.500000000000000000e+01,1.607880592346191406e-01
1.600000000000000000e+01,1.968057155609130859e-01
1.700000000000000000e+01,8.934807777404785156e-02
1.800000000000000000e+01,2.532277107238769531e-01
1.900000000000000000e+01,4.401957988739013672e-01
2.000000000000000000e+01,8.717513084411621094e-02
2.100000000000000000e+01,4.531300067901611328e-01
2.200000000000000000e+01,2.091798782348632812e-01
2.300000000000000000e+01,8.291983604431152344e-02
2.400000000000000000e+01,8.662850856781005859e-01
2.500000000000000000e+01,4.675889015197753906e-02
2.600000000000000000e+01,1.118068695068359375e-01
2.700000000000000000e+01,5.871391296386718750e-02
2.800000000000000000e+01,1.859269142150878906e-01
2.900000000000000000e+01,4.378581047058105469e-02
3.000000000000000000e+01,7.059216499328613281e-02
3.100000000000000000e+01,2.909548282623291016e-01
3.200000000000000000e+01,5.868268013000488281e-02
3.300000000000000000e+01,1.493871212005615234e-01
3.400000000000000000e+01,3.460907936096191406e-02
3.500000000000000000e+01,4.997682571411132812e-02
3.600000000000000000e+01,2.863781452178955078e-01
3.700000000000000000e+01,3.892560005187988281e-01
3.800000000000000000e+01,4.958009719848632812e-02
3.900000000000000000e+01,8.192420005798339844e-02
4.000000000000000000e+01,3.493168354034423828e-01
4.100000000000000000e+01,1.478450298309326172e-01
4.200000000000000000e+01,2.383899688720703125e-02
4.300000000000000000e+01,5.150604248046875000e-02
4.400000000000000000e+01,1.430592536926269531e-01
4.500000000000000000e+01,4.414105415344238281e-02
4.600000000000000000e+01,3.664731979370117188e-02
4.700000000000000000e+01,5.141997337341308594e-02
4.800000000000000000e+01,2.469205856323242188e-02
4.900000000000000000e+01,3.926396369934082031e-02
