0.000000000000000000e+00,1.397631168365478516e-01
1.000000000000000000e+00,3.736281394958496094e-02
2.000000000000000000e+00,3.287482261657714844e-02
3.000000000000000000e+00,3.498888015747070312e-02
4.000000000000000000e+00,4.344177246093750000e-02
5.000000000000000000e+00,2.364130020141601562e-01
6.000000000000000000e+00,3.183438777923583984e-01
7.000000000000000000e+00,4.417085647583007812e-02
8.000000000000000000e+00,6.216812133789062500e-02
9.000000000000000000e+00,2.340245246887207031e-02
1.000000000000000000e+01,4.228091239929199219e-02
1.100000000000000000e+01,3.376984596252441406e-02
1.200000000000000000e+01,5.021140575408935547e-01
1.300000000000000000e+01,5.122423171997070312e-02
1.400000000000000000e+01,3.939104080200195312e-02
1.500000000000000000e+01,1.279458999633789062e-01
1.600000000000000000e+01,1.998929977416992188e-01
1.700000000000000000e+01,7.917499542236328125e-02
1.800000000000000000e+01,4.030110836029052734e-01
1.900000000000000000e+01,1.685230731964111328e-01
2.000000000000000000e+01,9.350490570068359375e-02
2.100000000000000000e+01,2.518379688262939453e-01
2.200000000000000000e+01,1.911330223083496094e-01
2.300000000000000000e+01,8.595108985900878906e-02
2.400000000000000000e+01,8.143680095672607422e-01
2.500000000000000000e+01,3.441309928894042969e-02
2.600000000000000000e+01,8.727288246154785156e-02
2.700000000000000000e+01,6.581091880798339844e-02
2.800000000000000000e+01,2.021901607513427734e-01
2.900000000000000000e+01,3.772687911987304688e-02
3.000000000000000000e+01,9.051322937011718750e-02
3.100000000000000000e+01,2.743642330169677734e-01
3.200000000000000000e+01,3.366923332214355469e-02
3.300000000000000000e+01,1.182577610015869141e-01
3.400000000000000000e+01,2.956819534301757812e-02
3.500000000000000000e+01,3.949403762817382812e-02
3.600000000000000000e+01,8.528399467468261719e-02
3.700000000000000000e+01,5.722851753234863281e-01
3.800000000000000000e+01,1.182107925415039062e-01
3.900000000000000000e+01,8.043694496154785156e-02
4.000000000000000000e+01,3.481898307800292969e-01
4.100000000000000000e+01,8.372998237609863281e-02
4.200000000000000000e+01,2.275276184082031250e-02
4.300000000000000000e+01,5.011987686157226562e-02
4.400000000000000000e+01,1.507790088653564453e-01
4.500000000000000000e+01,4.702591896057128906e-02
4.600000000000000000e+01,4.961585998535156250e-02
4.700000000000000000e+01,3.437995910644531250e-02
4.800000000000000000e+01,2.522110939025878906e-02
4.900000000000000000e+01,4.475688934326171875e-02
